"code","outstanding"
"002258","799150336.0"
"002259","752328256.0"
"002261","1127763840.0"
"002262","881792576.0"
"002263","1878345088.0"
"002264","654782784.0"
"002265","403097024.0"
"002266","4896801280.0"
"002267","1112075392.0"
"002268","845429888.0"
"002269","2512499968.0"
"002270","896211072.0"
"002271","1914729856.0"
"002272","386703360.0"
"002273","1357913472.0"
"002274","937849152.0"
"002275","559041344.0"
"002276","1005083328.0"
"002277","1394172800.0"
"002278","334206528.0"
"002279","789727360.0"
"002281","773038848.0"
"002282","502015136.0"
"002283","1003526400.0"
"002284","731214144.0"
"002285","1975791616.0"
"002286","369607776.0"
"002287","529957568.0"
"002289","279953728.0"
"002290","247249824.0"
"002291","877668992.0"
"002292","1017864256.0"
"002293","826608064.0"
"002294","1114565760.0"
"002295","250294000.0"
"002296","347415456.0"
"002297","573104832.0"
"002298","653665408.0"
"002299","1243331712.0"
"002300","722275072.0"
"002301","717990208.0"
"002302","1262354304.0"
"002303","952514240.0"
"002304","1506408960.0"
"002305","1734103296.0"
"002306","813960384.0"
"002307","1091030656.0"
"002309","1215621760.0"
"002310","4199093504.0"
"002311","1662521344.0"
"002312","1758722816.0"
"002313","374396160.0"
"002314","1338324096.0"
"002315","202103120.0"
"002316","315007488.0"
"002317","761617408.0"
"002318","954761920.0"
"002319","200000000.0"
"002320","2228933120.0"
"002321","2124212096.0"
"002322","365019680.0"
"002323","2120408064.0"
"002324","776275968.0"
"002326","804032960.0"
"002327","487794176.0"
"002328","570791872.0"
"002329","659061632.0"
"002330","635178688.0"
"002331","395836160.0"
"002332","984573696.0"
"002333","652563072.0"
"002334","718826112.0"
"002335","448493824.0"
"002337","587996544.0"
"002338","240000000.0"
"002339","478793600.0"
"002340","5084957184.0"
"002342","954689984.0"
"002343","474949696.0"
"002344","1281450112.0"
"002345","867004352.0"
"002346","393399968.0"
"002347","493382912.0"
"002348","903532224.0"
"002349","814180928.0"
"002350","529394624.0"
"002351","521044160.0"
"002352","4790219776.0"
"002353","693435392.0"
"002354","1618345984.0"
"002355","618166656.0"
"002356","1311254528.0"
"002357","313477792.0"
"002358","929755712.0"
