code,name,change_5,change_10,change_20,change_60,rps5,rps10,rps20,rps60
sh880549,可燃冰,10.333655316751189,12.676741382145007,14.855419078676313,7.229190570564303,100.0,100.0,99.63,93.26
sh880553,页岩气,7.79465930018417,10.101844760637956,11.057578283290304,10.373972132240539,99.63,99.63,98.88,97.0
sh880914,军贸概念,7.723487063663326,7.161628116913077,10.207028872636492,,99.26,98.88,98.14,
sh880611,核污染防治,5.77172074209189,7.4060211710285095,9.772149912214466,6.913516560150557,98.88,99.26,97.77,92.88
sh880613,电子身份证,4.260565741147726,6.497123550360695,14.537553094846412,3.605270950547834,98.51,98.14,99.26,83.52
sh880967,数字货币,4.216700141019625,5.307417862675345,15.06505148680688,6.649830269437018,98.14,97.77,100.0,92.13
sh880750,天然气,3.865113952989918,5.192514674891235,5.704002617515536,6.31953268550427,97.77,97.4,90.71,91.01
sh880547,玻璃基板,3.402500754248927,4.383137483820199,4.682475713740275,-6.8286678698452725,97.4,97.03,85.87,20.97
sh880609,跨境支付CIPS,3.055012028869286,3.322141607492024,9.472730122600304,5.833327843039093,97.03,94.05,97.03,89.51
sh880550,PCB概念,2.7073005409284923,3.743480624786044,7.035464725721452,-2.078726787762064,96.65,95.91,93.68,55.43
sh880656,CPO概念,2.466716106932232,3.480342550943538,8.338545118502005,1.134982289047981,96.28,94.8,96.28,74.53
sh880950,军民融合,2.457884562275625,1.7980045883796647,3.7657423881037655,-0.2740298819505993,95.91,82.16,81.78,67.42
sh880629,MicroLED,2.3540158808235567,2.669650566529813,3.5638742245684973,-6.726112814273478,95.54,90.71,80.67,21.72
sh880672,存储芯片,2.149009508405242,1.4409356725146205,1.9864538584553504,-6.986487452634593,95.17,77.32,59.48,20.22
sh880733,人脑工程,2.1358936899477543,3.1867788768573657,5.20920002604599,-3.1418599384549717,94.8,93.31,89.59,49.44
sh880646,复合铜箔,2.0051724717025543,3.3180622335117427,3.174153804341673,-2.6134359467692825,94.42,93.68,77.32,51.69
sh880575,地热能,1.9826294024472002,2.061290820207562,2.358583676104198,-1.8040933727077824,94.05,86.25,65.06,56.93
sh880765,海洋经济,1.9797913414934643,2.390894188240389,4.5686668842723765,-0.6879999999999997,93.68,88.48,85.5,63.3
sh880566,AI眼镜,1.8881084949719185,3.0114793102602455,3.7937064017250943,-9.04922009084953,93.31,92.19,82.16,8.61
sh880670,光通信,1.6057035599930547,2.5650415565391604,5.640605141240629,-0.47509057621148987,92.94,89.59,90.33,64.04
sh880528,军工信息化,1.6047206682504367,1.4212933922861604,4.813628997193553,-3.642547748481073,92.57,76.58,86.99,46.44
sh880635,先进封装,1.5503211991434895,1.222594085103501,2.132938217153124,-5.153517543719288,92.19,71.75,61.34,34.83
sh880725,MiniLED,1.4966658434181213,1.8930143184776593,3.1370777493349378,-5.632735539277589,91.82,83.64,76.58,30.71
