code,name,change_5,change_10,change_20,change_60,rps5,rps10,rps20,rps60
sh880978,DeepSeek概念,23.104225749062014,,,,100.0,,,
sh880579,智谱AI,16.112169367394678,32.761484221937145,39.96644823066842,,99.62,100.0,100.0,
sh880644,DRG-DIP,15.179208627388796,24.116937077427547,27.279100079958816,,99.25,99.62,98.47,
sh880669,算力租赁,12.476656987260348,19.21614143444874,23.11512077139586,,98.87,97.72,93.89,
sh880674,英伟达概念,12.05955023991978,12.679923304737638,20.71459568928107,,98.49,85.17,89.69,
sh880689,华为算力,11.90244825302913,22.693972223007954,28.022037483398087,,98.11,98.86,99.24,
sh880607,东数西算,11.801034086556882,17.85714285714286,22.257414339188042,,97.74,95.06,91.98,
sh880545,云计算,11.439641493575747,18.819421002716563,24.07679395719682,,97.36,96.2,96.18,
sh880762,信创,11.118871350747316,18.8880862829103,24.63334174725169,,96.98,96.58,96.56,
sh880645,AIGC概念,10.73668908312413,19.102740130995464,26.412489453830435,,96.6,97.34,97.33,
sh880962,百度概念,10.560758000294946,15.549262127692366,22.426192922413257,,96.23,90.87,92.75,
sh880732,AI智能体,10.555904343359401,,,,95.85,,,
sh880739,边缘计算,10.450410171994506,16.6620158699494,23.66830245064204,,95.47,92.78,95.42,
sh880667,数据要素,10.378095921361187,16.891761637466686,21.398876470657502,,95.09,93.92,90.46,
sh880555,财税数字化,10.311277608265424,22.93722800029505,26.989424278443195,,94.72,99.24,98.09,
sh880601,智慧政务,10.28961851721224,18.921022375519602,23.597323332597988,,94.34,96.96,95.04,
sh880654,ChatGPT概念,10.271343151711987,19.85811286046637,26.664903729327172,,93.96,98.48,97.71,
sh880722,华为鸿蒙,10.15343250901597,16.75810814269991,22.54352342742514,,93.58,93.16,93.13,
sh880718,小红书概念,9.959330547069744,11.725556285526583,,,93.21,82.13,,
sh880703,人形机器人,9.953600252372574,10.710315254506476,33.744503957150854,,92.83,77.95,99.62,
sh880954,大数据,9.832870896933432,16.63204861912455,21.730123809676762,,92.45,92.4,91.22,
sh880647,数据确权,9.782095889603127,17.227644836272038,21.131228344151086,,92.08,94.68,90.08,
sh880577,安防服务,9.682654249126887,12.57931074037697,18.09592330948453,,91.7,84.41,84.35,
sh880921,阿里概念,9.670199126422464,13.818870704625574,18.23648390094572,,91.32,88.21,85.5,
sh880590,网络游戏,9.649421099506107,12.680134456018898,18.94569503851322,,90.94,85.55,87.02,
sh880916,国产软件,9.599381452496235,16.466263226363708,22.275859018170152,,90.57,92.02,92.37,
sh880615,家庭医生,9.598452368503585,14.322956434477184,15.457659979950854,,90.19,89.73,73.28,
sh880733,人脑工程,9.579470198675487,12.462723974750013,16.202431637624535,,89.81,84.03,77.1,
sh880580,智能交通,9.31324110671936,13.576672834716174,18.7711840602236,,89.43,87.07,86.64,
