code,name,date,open,close,high,low,change,pct_change,volume,change_5,change_10,change_20,change_60,rps5,rps10,rps20,rps60,volume_5d_avg
sh880579,智谱AI,2025-01-27,1097.24,1070.05,1102.24,1069.66,-2.478035798913643,0.4704048674228245,29595288.0,6.418633330349777,7.310835882264444,0.8738852542468756,7.119617991250626,100.0,100.0,98.47,90.0,23730445.2
sh880555,财税数字化,2025-01-27,1471.66,1433.48,1477.74,1429.84,-2.594349238275149,-0.6011857296397749,24432509.0,5.7372575053477926,5.709966446664949,-2.3155656712959827,0.31420793707443995,99.62,98.47,87.74,58.85,19314493.4
sh880794,远程办公,2025-01-27,1068.0,1051.59,1071.92,1045.68,-1.536516853932592,0.24690181124880084,13004007.0,5.528349222277962,6.579707500988152,-1.0780301961337724,4.69520026283563,99.24,99.62,93.1,82.31,9148491.6
sh880668,知识付费,2025-01-27,1118.77,1111.0,1128.08,1103.69,-0.6945127237948803,1.3002170067655028,9133199.0,4.750051856461313,5.78433706260415,-0.2916760152569031,7.2663023538726,98.86,98.85,96.93,90.38,7410813.6
sh880701,Sora概念,2025-01-27,1577.21,1541.6200000000001,1581.06,1532.1200000000001,-2.2565162533841354,-0.17741977259188024,14924118.0,4.0292595366790085,6.129052244611355,0.3031959192171696,10.863249338396063,98.48,99.24,98.08,97.31,12301301.0
sh880693,多模态AI,2025-01-27,1069.93,1045.13,1073.71,1043.24,-2.3179086482293187,-0.3898133851813701,53526264.0,3.6619355094672734,4.877975354232733,-1.379570653455997,11.300078805563253,98.1,98.09,91.95,97.69,50489697.0
sh880660,工业软件,2025-01-27,1031.98,1004.87,1036.42,1002.99,-2.626988895133628,-1.4002001687697496,9904529.0,3.3444747261788477,3.324284862319282,-0.3095268802269846,8.227425469584704,97.72,96.18,96.55,92.69,7675722.2
sh880654,ChatGPT概念,2025-01-27,1564.19,1525.7,1568.6200000000001,1524.88,-2.4606985084932145,-0.9600841290758111,65222167.0,3.1826543310068622,4.264334039499773,-1.7629484636979331,10.83586383250761,97.34,96.95,90.04,96.92,62826032.4
sh880645,AIGC概念,2025-01-27,1605.77,1563.77,1611.13,1562.97,-2.6155676093089295,-0.925632610651439,103853496.0,2.731590668707584,4.502836827297685,-1.0641595859773978,12.209210545198834,96.96,97.33,93.87,98.46,99897065.6
sh880601,智慧政务,2025-01-27,1187.56,1159.74,1191.83,1158.16,-2.342618478224253,-0.7734560824107173,51075696.0,2.568320509418931,3.0623489264894,-3.8645180543121604,0.588051623646968,96.58,95.8,67.82,60.77,41774100.0
