code,name,date,open,close,high,low,change,pct_change,volume,change_5,change_10,change_20,change_60,rps5,rps10,rps20,rps60,volume_5d_avg
sh880791,网红经济,2025-01-17,969.87,959.4200000000001,970.13,957.03,-1.077463990019274,-1.6745921128146213,45749237.0,8.54272493805932,,,,100.0,,,,41873705.2
sh880720,抖音概念,2025-01-17,948.84,942.8000000000001,954.47,940.12,-0.6365667551958142,-1.287823264579624,105809330.0,8.51374837425043,,,,99.62,,,,108630055.2
sh880692,短剧游戏,2025-01-17,1057.6200000000001,1045.84,1058.8,1042.83,-1.1138215994402714,-1.8626429824808444,25705592.0,8.482874509885253,,,,99.24,,,,28654846.4
sh880707,宠物经济,2025-01-17,981.75,994.3000000000001,1001.0,976.09,1.2783295136236381,1.2329589997861934,5924588.0,8.322166661219521,,,,98.85,,,,5975178.4
sh880701,Sora概念,2025-01-17,1469.3600000000001,1454.67,1474.48,1447.96,-0.9997549953721384,-1.9803781518267338,12297589.0,8.273043944265822,,,,98.47,,,,13288621.2
sh880643,Web3概念,2025-01-17,1352.22,1346.27,1360.51,1338.02,-0.44001715697150207,-1.0801119789561886,31892811.0,8.211492552909295,,,,98.09,,,,27456941.2
sh880726,MCU芯片,2025-01-17,935.87,962.75,976.58,932.59,2.8721937875987043,2.3189822834854823,11796509.0,7.958240821727336,,,,97.71,,,,11008451.4
sh880969,无线耳机,2025-01-17,2081.39,2110.28,2131.06,2076.04,1.3880147401496274,0.867054786008592,31464431.0,7.719008095719393,,,,97.33,,,,33635049.8
sh880683,星闪概念,2025-01-17,1156.5,1171.45,1185.69,1151.06,1.2926934716818024,0.6279313484632398,15360051.0,7.570178418930951,,,,96.95,,,,15899303.8
sh880621,NFT概念,2025-01-17,1048.56,1039.32,1051.05,1038.6200000000001,-0.8812085145342192,-1.280395136778112,32653247.0,7.568904666783949,,,,96.56,,,,31020783.6
sh880645,AIGC概念,2025-01-17,1511.47,1504.27,1522.15,1498.29,-0.4763574533401288,-1.1246368428663556,100749682.0,7.5607959786347045,,,,96.18,,,,104729864.6
sh880590,网络游戏,2025-01-17,1200.88,1197.1200000000001,1208.6100000000001,1191.09,-0.3131037239357796,-0.9965513534077042,55439452.0,7.268817204301081,,,,95.8,,,,60981098.4
sh880941,跨境电商,2025-01-17,1118.02,1116.56,1124.63,1107.64,-0.130588003792422,-0.5495533209231129,104472911.0,7.263557327441261,,,,95.42,,,,108297406.6
sh880579,智谱AI,2025-01-17,1000.96,994.48,1008.2900000000001,989.8000000000001,-0.6473785166240427,-0.9511667978048366,19789009.0,7.238906561708092,,,,95.04,,,,21282097.0
sh880659,毫米波雷达,2025-01-17,1266.27,1285.8500000000001,1296.51,1265.42,1.546273701501272,0.9341025942933401,23120704.0,7.210452154047542,,,,94.66,,,,22653884.4
sh880703,人形机器人,2025-01-17,1429.8600000000001,1441.3600000000001,1461.9,1428.96,0.8042745443609863,0.13616784771433021,32087906.0,7.174671157807078,,,,94.27,,,,39758381.6
sh880657,数字水印,2025-01-17,909.37,906.25,917.21,901.36,-0.3430946699363301,-1.0125393219154177,8763454.0,7.1622836060921236,,,,93.89,,,,9187552.0
sh880654,ChatGPT概念,2025-01-17,1469.44,1463.3600000000001,1482.06,1457.71,-0.41376306620208564,-0.9409311834071121,62758879.0,7.139144122707464,,,,93.51,,,,67140817.8
sh880956,腾讯概念,2025-01-17,813.57,810.34,818.91,807.0500000000001,-0.3970156225032902,-1.0380538322504962,90928758.0,7.126898721626573,,,,93.13,,,,102004037.4
sh880656,CPO概念,2025-01-17,2016.73,2041.3300000000002,2065.41,2011.6200000000001,1.2197964030881743,0.5947981037422556,29417260.0,7.110887234299335,,,,92.75,,,,27399609.2
sh880550,PCB概念,2025-01-17,1319.23,1352.55,1364.15,1317.94,2.5257157584348398,1.9715018094089265,29565720.0,7.049577357773762,,,,92.37,,,,25648164.8
sh880962,百度概念,2025-01-17,1542.03,1540.78,1556.6200000000001,1531.19,-0.08106197674494012,-0.8264569199675664,94773895.0,7.036519878568104,,,,91.98,,,,105782926.6
sh880617,IP经济,2025-01-17,990.6,982.58,993.5600000000001,980.53,-0.8096103371693906,-1.4433734214670424,48492868.0,6.998725920440818,,,,91.6,,,,55102146.6
sh880675,减速器,2025-01-17,1304.09,1312.72,1331.71,1303.72,0.6617641420454193,0.1877489963824086,41120606.0,6.9896329138684266,,,,91.22,,,,41541374.6
sh880758,汽车芯片,2025-01-17,709.16,728.5500000000001,737.34,705.13,2.734220768232853,2.2483263862574265,22564173.0,6.9509688784497925,,,,90.84,,,,21479698.4
sh880967,数字货币,2025-01-17,1551.68,1552.04,1570.3500000000001,1544.3400000000001,0.023200659929876,-0.5988254055681264,19288340.0,6.86993465402439,,,,90.46,,,,20026973.2
sh880959,知识产权,2025-01-17,931.0600000000001,929.54,938.74,922.19,-0.1632547848688694,-0.9135389240067848,17056470.0,6.865788324021049,,,,90.08,,,,14255792.0
sh880748,元宇宙概念,2025-01-17,1503.6200000000001,1499.18,1515.54,1491.19,-0.29528737313949366,-0.8478835978835919,70490926.0,6.860641657103339,,,,89.69,,,,75311942.8
sh880968,胎压监测,2025-01-17,1862.78,1876.82,1892.48,1858.38,0.7537121936031074,0.2869432792754312,5404066.0,6.8092444100456895,,,,89.31,,,,4682926.6
