code,name,date,open,close,high,low,change,pct_change,volume,change_5,change_10,change_20,change_60,rps5,rps10,rps20,rps60,volume_5d_avg
sh880568,生物质能,2025-07-07,1545.42,1574.88,1574.88,1539.8,1.9062779050355267,2.752006263456641,16518497.0,4.00877042359562,6.918674514755896,5.8230637943314845,17.84760208624856,100.0,98.88,82.9,35.21,15092943.0
sh880575,地热能,2025-07-07,2021.5,2046.31,2046.6100000000001,2015.4,1.2273064556022728,1.576530738874693,9475475.0,3.439891621930391,7.073862447151402,9.198849476768078,21.46868173615728,99.63,99.63,97.03,71.91,10820167.8
sh880627,超临界发电,2025-07-07,1270.98,1289.09,1289.09,1267.39,1.4248847346142268,2.1984207522039556,55498003.0,3.4308730432550005,6.186212407021463,5.929675494892872,18.855051217510766,99.26,98.14,84.01,43.45,47790044.2
sh880903,水产品,2025-07-07,573.64,574.59,575.83,568.34,0.16560909281083006,-0.7787946814021729,4525390.0,2.866196426653289,5.032354769129532,3.483115713642504,15.104469240169083,98.88,93.68,46.1,18.73,7049383.0
sh880710,种业,2025-07-07,1649.27,1676.83,1678.68,1640.14,1.671042339944336,1.225453206401328,4874022.0,2.8528141714510014,3.7096824071496837,-0.7475761485918664,-14.649068781399055,98.51,75.46,4.46,0.0,3717042.4
sh880609,跨境支付CIPS,2025-07-07,1698.78,1733.23,1739.69,1698.52,2.027925923309672,2.460983684086071,50034248.0,2.843393796986904,5.092011520388051,12.684233452308957,31.918925912958752,98.14,94.05,98.14,98.13,43331059.2
sh880614,绿色建筑,2025-07-07,1032.0,1046.04,1046.05,1031.94,1.3604651162790662,1.1683237262563262,15280894.0,2.6314240301406944,6.114002252046613,4.930333336677073,21.22659002410532,97.77,97.77,67.29,70.79,18073287.8
sh880977,BIPV概念,2025-07-07,1236.5,1252.04,1252.04,1236.5,1.2567731500202155,1.1308196827243044,33111612.0,2.5052397170552743,5.322307931727743,5.517584297597278,19.179477416591318,97.4,95.91,77.32,47.19,34262557.2
sh880753,绿色电力,2025-07-07,1006.9200000000001,1022.08,1022.08,1005.91,1.5055813768720423,1.8302099211923828,118988220.0,2.321576950414972,4.6291177855578125,4.2619606242986885,16.003087120352298,97.03,89.59,58.36,22.85,103409807.6
sh880630,虚拟电厂,2025-07-07,1235.43,1265.21,1265.21,1235.43,2.4104967501193895,2.6156566311964724,29263272.0,2.1261310710566805,4.922668656963958,4.962709164668699,20.82875724613458,96.65,92.57,68.4,66.29,24071697.2
sh880768,新冠药概念,2025-07-07,1030.16,1022.66,1043.1,1019.65,-0.728042245864731,-0.6508898733193602,21942380.0,1.9936768827231166,5.865424430641819,1.8555222453512377,30.07962553104886,96.28,97.4,21.19,96.25,25453120.8
sh880626,粮食概念,2025-07-07,860.74,871.95,872.04,858.45,1.3023677300927152,0.9551927752691869,11629085.0,1.981263377036524,3.200340864707485,0.21722639817942646,-2.3648762135107027,95.91,64.68,8.55,1.12,9543303.4
sh880953,租购同权,2025-07-07,672.1,685.13,687.44,671.5500000000001,1.9386995982740622,1.8069156128802222,10635332.0,1.9174699512078952,3.1837828882965047,2.5244665250052423,13.093214044007183,95.54,63.94,29.74,10.86,8086157.6
sh880655,钙钛矿电池,2025-07-07,720.8100000000001,730.15,731.0,720.8100000000001,1.2957644871741398,0.4802796355929839,14531474.0,1.821249773389666,3.655593412833613,8.133524873006227,22.237661554945397,95.17,74.35,95.17,77.15,17255334.0
sh880628,钒电池,2025-07-07,1065.8,1078.4,1078.93,1064.64,1.1822105460686936,1.1898059527831073,17193849.0,1.7925071502062462,3.8480798120257287,2.9135293500147874,10.703910155728714,94.8,78.07,36.8,7.49,17035138.6
sh880960,仿制药,2025-07-07,1218.07,1206.1200000000001,1228.43,1202.74,-0.9810602017946275,-0.7202416719484406,15540385.0,1.7247632140477531,4.658851296824973,0.488227550697351,19.265492588673872,94.42,89.96,11.52,48.69,17007793.4
sh880636,热泵概念,2025-07-07,1280.21,1296.56,1296.59,1275.59,1.2771342201669966,1.499921715985586,11311995.0,1.6925755698128597,4.364344704348255,4.124638612271103,19.127510612102384,94.05,84.01,55.02,46.82,10142989.0
sh880646,复合铜箔,2025-07-07,1036.33,1042.47,1056.05,1036.33,0.592475369814644,0.5420263297487793,17567594.0,1.6914927862807572,6.1989364519875245,16.815141022624136,35.117234585822985,93.68,98.51,100.0,98.88,20486496.6
sh880967,数字货币,2025-07-07,2060.41,2098.9700000000003,2109.2200000000003,2060.37,1.8714721827209342,1.9858121568437026,55910816.0,1.659805298590622,4.67529747359392,15.582684926679136,38.72993212116407,93.31,90.33,99.26,100.0,51533374.4
sh880741,代糖概念,2025-07-07,1066.27,1062.98,1068.82,1061.52,-0.30855224286531213,0.026347981556407163,4679281.0,1.6291565481767467,4.562266378123159,1.9713553907696468,17.417430685960444,92.94,88.1,23.05,31.46,5269205.0
