code,name,change_5,change_10,change_20,change_60,rps5,rps10,rps20,rps60
sh880695,PEEK材料,8.666428257936554,11.727543934417994,5.543977644105524,11.33770797595055,100.0,100.0,99.63,99.24
sh880627,超临界发电,2.7009566625662673,2.919552666353309,1.4254750126728277,7.752089136490259,99.63,99.63,96.63,92.4
sh880703,人形机器人,2.617070493460427,1.5103645855699455,-6.119010065019792,7.800905566956584,99.25,93.26,43.45,92.78
sh880675,减速器,2.064142851362827,1.2855173521420848,-6.279412493188685,11.843077559706794,98.88,92.13,40.07,99.62
sh880696,小米汽车概念,1.6462171941937331,1.9889659547120075,-5.57315734973648,6.489001986962739,98.5,95.88,47.57,87.45
sh880633,汽车热管理,1.5794592491733095,2.415356616147357,-6.8389242109619826,4.26716289173561,98.13,98.88,31.46,77.19
sh880753,绿色电力,1.29622610861444,1.9042638952436963,-0.17927649130294876,6.785543048928067,97.75,95.13,92.51,89.73
sh880568,生物质能,1.291771572442224,0.7391072381291108,-0.9054776499565986,9.7213075379454,97.38,86.52,90.64,97.72
sh880697,飞行汽车,1.2566193753008825,1.0541562157770024,-7.789955515440661,3.180683605303769,97.0,89.51,18.35,67.68
sh880634,含GDR,1.1926567022273238,2.1813099154301296,-5.330350952922869,0.9766442503557737,96.63,97.38,52.06,40.3
sh880523,铜缆高速连接,1.1769460019194877,2.383670409432459,-8.040523996082282,-12.311935441504806,96.25,98.5,12.73,0.38
sh880631,一体压铸,1.1516601854621777,0.4349117447386419,-7.261792822441626,2.9364760113501642,95.88,81.27,23.6,65.78
sh880686,华为汽车,1.0970931382242588,2.0373622864442,-6.460772833723649,2.0830005431136556,95.51,96.63,37.83,54.75
sh880951,新能源车,1.0251443183139086,1.047067668007462,-7.302575915932574,-3.8226615520802754,95.13,89.14,22.47,7.6
sh880553,页岩气,0.9607145450584387,1.9333411536995193,-2.2353950440188064,5.938783440897888,94.76,95.51,81.27,85.93
sh880656,CPO概念,0.8593475973342812,1.9970204313280338,-6.548586285342861,-6.382988619081065,94.38,96.25,35.96,2.66
sh880660,工业软件,0.8540880046471244,2.4686462559941003,-4.180571724227134,9.030162686186394,94.01,99.25,60.67,95.44
sh880902,特斯拉概念,0.7144850539546166,0.6934092535516578,-7.528986384050896,1.026970282144668,93.63,85.39,21.35,41.44
sh880767,电子纸,0.708391303886069,1.2568475231454324,-5.31235021568941,-5.754666348619475,93.26,91.39,52.43,3.8
sh880549,可燃冰,0.5551026458163522,2.0411386455082114,-6.949997599665336,4.223350565750761,92.88,97.0,28.09,76.43
sh880969,无线耳机,0.5011351544839782,-0.008293653891189301,-9.701735835756454,-5.668392590035665,92.51,69.66,3.0,4.18
