code,name,date,open,close,high,low,change,pct_change,volume,change_5,change_10,change_20,change_60,rps5,rps10,rps20,rps60,volume_5d_avg
sh880703,人形机器人,2025-01-14,1344.57,1453.92,1453.92,1342.31,8.132711573216726,8.108590421379013,47643260.0,12.893382096019002,11.557673273024438,7.281367137923911,31.309099119440063,100.0,100.0,100.0,100.0,39362229.6
sh880695,PEEK材料,2025-01-14,1095.89,1165.57,1165.74,1094.99,6.358302384363379,6.7674889391676984,4721286.0,9.697608538111858,3.591489210423404,0.5269694512962886,16.543014838219406,99.62,98.47,98.47,98.07,3983598.0
sh880675,减速器,2025-01-14,1230.57,1315.73,1315.73,1230.57,6.920370234931787,7.234954684749306,43801115.0,9.137586369932894,7.179048550016276,-0.5885819632495126,23.760029347304656,99.24,99.62,96.93,99.61,39741667.4
sh880660,工业软件,2025-01-14,923.69,972.54,972.5500000000001,921.5,5.288570840866514,5.97927359508319,7017561.0,6.666227954724935,0.27426073328657985,-2.8120877803094024,3.179604697794325,98.85,91.22,88.89,55.6,5595299.6
sh880688,新型工业化,2025-01-14,1091.8700000000001,1163.05,1163.05,1091.8700000000001,6.5190911005888825,6.89404801294069,60307292.0,6.325306712010659,2.4109116204531045,-2.8248918002105605,12.914186965428186,98.47,96.56,88.51,94.98,50117606.4
sh880633,汽车热管理,2025-01-14,1133.76,1194.8700000000001,1194.8700000000001,1133.76,5.390029635901789,6.118225900992913,26451479.0,6.290975403638299,2.958992873945543,-1.466210365727949,11.096957750669457,98.09,97.71,94.25,92.66,23022202.8
sh880736,工业母机,2025-01-14,1065.49,1128.52,1128.52,1065.49,5.915588133159389,6.259651237241548,25913353.0,5.827191057596726,2.339669181659887,-3.100555541244865,8.1019981991302,97.71,96.18,84.67,88.03,24177796.2
sh880550,PCB概念,2025-01-14,1269.29,1335.02,1335.02,1265.92,5.178485610065471,5.662139487763951,26302248.0,5.7014592125161245,1.2299059751289088,-2.9182271024979167,2.133682189223718,97.33,93.89,87.74,46.72,22203378.8
sh880664,机器视觉,2025-01-14,1073.78,1135.98,1135.98,1073.3600000000001,5.792620462292094,6.285553892215567,42269149.0,5.6558497725941015,1.4575853384062976,-3.0758598329394315,8.227739562889425,96.95,94.66,85.44,88.42,36526144.8
sh880902,特斯拉概念,2025-01-14,3562.64,3752.98,3752.98,3560.48,5.342667235533204,5.714173042038029,72185034.0,5.560149635755063,1.9474151723988031,-2.075907883544592,7.943200807636885,96.56,95.8,92.72,86.49,61869754.4
sh880696,小米汽车概念,2025-01-14,1062.95,1118.45,1118.52,1062.8,5.221318030010819,5.753593040847216,20877143.0,5.5410340369716815,0.5682788882594547,-1.2650293967054416,5.390863518148592,96.18,92.37,95.02,73.36,15486541.8
