code,name,change_5,change_10,change_20,change_60,rps5,rps10,rps20,rps60
sh880728,航运概念,5.495237227428507,9.8429449285516,9.036838482993437,13.848609314604277,100.0,100.0,71.54,98.5
sh880666,可控核聚变,4.874380422461111,6.8576087448854794,13.405117851591907,18.32810867293626,99.63,98.88,97.0,99.62
sh880707,宠物经济,4.793514809762556,7.305225135454951,10.947575637711715,18.44715495060203,99.26,99.63,89.89,100.0
sh880929,维生素,3.2617550469692835,4.063137370601733,7.350849218269273,7.12828402210588,98.88,89.51,44.57,85.34
sh880745,NMN概念,3.1891548523085067,4.13024475524475,6.528851098078081,10.108066889013845,98.51,90.26,32.58,94.74
sh880516,ST板块,3.178879907749299,7.063060160843104,8.222268741423022,9.187337197568834,98.14,99.25,59.93,93.23
sh880741,代糖概念,3.08602328761447,4.925137072965002,7.40760728779899,12.194599470094136,97.77,94.38,46.44,96.99
sh880530,合成生物,2.686945966822374,3.49685348063431,7.128809754506471,9.92764679824778,97.4,82.4,41.2,94.36
sh880626,粮食概念,2.6800608828006167,3.137192549014811,-1.6560539267137853,-1.5090284753206173,97.03,78.28,1.12,41.73
sh880760,预制菜,2.565577868117974,3.3542438931660756,-1.9512547000531844,7.9681077109438725,96.65,81.27,0.37,88.72
sh880715,磷概念,2.564586083349063,5.2298456639986,7.886086710116191,7.609820070886308,96.28,96.63,55.06,87.59
sh880797,虫害防治,2.484746511667435,4.0120741699008144,11.066906110420405,12.475635346234547,95.91,88.39,91.01,97.74
sh880572,新零售,2.4295181024553747,4.289562461229934,4.524046773465495,9.171047598715521,95.54,91.39,14.23,92.86
sh880610,中俄贸易,2.4294193590295388,5.139061367026998,11.46661718446258,8.144090390830616,95.17,95.51,93.26,89.47
sh880903,水产品,2.4195527035953512,6.330825299788367,7.606432551406872,11.791607440825658,94.8,98.5,49.44,96.24
sh880922,钛金属,2.3806499338708376,3.8401491496650175,8.915810141575054,9.104011721425053,94.42,87.27,68.54,92.48
sh880586,土地流转,2.2945397364758646,3.1108236623002883,3.1747333880229656,3.612946927118621,94.05,77.15,8.24,68.05
sh880941,跨境电商,2.2930061671696533,5.616474313923048,10.539795638032935,7.350827516761171,93.68,97.38,86.89,86.09
sh880614,绿色建筑,2.2523600861808823,4.447255948457318,8.646030324143194,2.239590379752099,93.31,92.51,65.54,61.28
sh880768,新冠药概念,2.2512345103885334,2.827260695923073,6.260892718822619,6.754456360497074,92.94,70.04,29.59,84.21
sh880602,免税概念,2.239138176638189,2.1563725969878433,0.4962019112962679,5.7295694766692495,92.57,53.18,2.25,78.2
sh880910,草甘膦,2.18527594567115,2.2612540926938207,7.083876872221118,5.7006869678359,92.19,56.55,40.07,77.82
sh880743,物业管理概念,2.1205545058275543,3.1325278441671323,4.797696184305256,0.9888625767779269,91.82,77.9,17.98,54.89
sh880642,供销社,2.09957476966689,3.1278895196810375,5.940209786638606,3.186367163407011,91.45,77.53,26.22,65.04
sh880973,医美概念,2.078859643740927,3.8123563606867528,7.395135175841561,7.122008799227375,91.08,86.14,46.07,84.96
sh880571,碳纤维,2.0547004896502408,4.746993987975956,13.706895086592219,10.961721324163554,90.71,93.63,97.75,95.49
sh880605,装配式建筑,2.0062602751177216,4.661113864216837,7.97660013764625,4.722990369028324,90.33,93.26,56.55,73.68
sh880710,种业,1.994494918144829,1.95805598385419,-5.788120279849885,6.321651263415218,89.96,47.94,0.0,82.71
sh880971,降解塑料,1.9729798127275266,4.977053648369711,9.3021314776367,9.771686627060227,89.59,94.76,74.53,93.98
sh880905,超导概念,1.965511873670378,5.194656883562732,12.915916491093672,14.493963923372121,89.22,96.25,95.51,99.25
sh880975,有机硅概念,1.9557773355186159,5.005161902895949,9.80866522719035,9.307342328208357,88.85,95.13,79.78,93.61
sh880567,海南自贸,1.9431814359667454,2.471139305868042,1.1682739283741972,-0.5654772556458298,88.48,62.17,4.12,47.37
sh880593,婴童概念,1.9344764886703558,4.306489562300797,7.671272990349531,10.594037508846421,88.1,92.13,50.56,95.11
sh880623,肝炎概念,1.9225128908652245,2.841022997393816,3.423546240915498,0.4073072979774439,87.73,70.41,8.99,51.5
sh880754,培育钻石,1.8987609421914131,4.569717484702518,8.63106642923157,9.008244834255086,87.36,92.88,65.17,92.11
sh880704,工业大麻,1.8647572369428822,3.8273901674320543,7.5926500128072005,6.254742980389016,86.99,86.52,49.06,81.95
sh880651,旅游概念,1.8379937212528397,3.677345027501122,3.8027199493962938,5.014021945756708,86.62,83.52,10.86,74.81
sh880766,幽门螺杆菌,1.8105054017136357,3.0543754242188026,4.575196744939469,0.5432583236249844,86.25,76.03,14.98,52.26
sh880709,人造肉,1.8104285970357736,2.087807093057381,2.0501569769641126,1.2592189464597503,85.87,50.94,5.62,57.14
sh880955,乡村振兴,1.7416999332301009,3.4299991334739044,5.813171794777072,5.84444854978754,85.5,82.02,24.72,80.08
