code,name,change_5,change_10,change_20,change_60,rps5,rps10,rps20,rps60
sh880535,稀土永磁,8.23958112219627,11.766639877255791,8.717796861119332,9.872153989801058,100.0,99.26,90.33,89.85
sh880706,分散染料,6.923328080859692,7.954708327361337,10.33957399431602,13.556868893981445,99.63,94.42,92.57,96.62
sh880681,减肥药,6.296224301833719,13.394884960995368,17.917359784774,22.914146874030017,99.26,100.0,99.63,99.62
sh880797,虫害防治,5.195878813857702,7.459535538353257,16.782800815771594,25.44727617934861,98.88,93.31,98.88,100.0
sh880768,新冠药概念,4.720670098229363,10.754834131630297,16.862818503006636,19.61824474008791,98.51,98.14,99.26,98.5
sh880745,NMN概念,4.683390309711344,6.196911196911192,11.223598223634323,11.778921166643674,98.14,88.1,95.54,93.61
sh880710,种业,4.572946871927619,6.986204569616961,4.406630136305445,13.055675152037027,97.77,91.08,77.7,95.11
sh880766,幽门螺杆菌,4.362534197591139,8.593297818306379,14.519544582575561,12.73052776142829,97.4,95.54,97.77,94.74
sh880652,创新药,4.252391308531722,12.956938796788675,19.210158562484203,20.944226131999667,97.03,99.63,100.0,99.25
sh880692,短剧游戏,4.237404349853291,8.12620318827111,7.446567906818946,0.30526695463222175,96.65,94.8,88.1,56.77
sh880899,钴金属,3.911264544175941,6.057916922233697,2.760286270642087,-3.8339111810576365,96.28,86.62,56.88,33.46
sh880612,镍金属,3.9037366988369238,6.101382255578303,4.1692509985858495,-4.856051936869066,95.91,87.36,75.46,27.07
sh880729,CXO概念,3.7356117915891884,11.097768590016411,14.590094539297294,10.216545525831645,95.54,98.51,98.14,90.98
sh880606,辅助生殖,3.591901653467633,7.574697482365078,8.906280843948489,5.668221456094091,95.17,93.68,91.08,79.32
sh880974,烟草概念,3.51007758826567,7.054931041811452,10.064961908698988,10.723430547221714,94.8,91.45,91.82,92.11
sh880905,超导概念,3.3334654957080323,3.9157767425788137,8.183638948559114,11.669832609689234,94.42,53.16,89.22,93.23
sh880936,猪肉,3.3328954149949963,5.976607641641918,4.054789780851054,6.884440495479027,94.05,85.13,73.98,83.46
sh880960,仿制药,3.33154960211286,8.749205195748932,13.14916500486727,12.691196265025084,93.68,96.28,96.65,94.36
sh880920,免疫治疗,3.2603196019732605,11.235891263370657,15.596384404795604,15.932921489266016,93.31,98.88,98.51,97.74
sh880623,肝炎概念,3.2597884467354676,8.672698476270234,13.196992538233253,10.81101149041228,92.94,95.91,97.03,92.86
sh880596,体育概念,3.252660156199738,9.027301319892134,10.776897379972961,10.324585160642851,92.57,96.65,94.42,91.35
sh880755,钠电池,3.2156702713731944,5.501793609743877,3.5381928335562085,-1.4494447691408618,92.19,79.55,68.03,48.5
sh880516,ST板块,3.1999175810024205,4.857062105494547,10.612853356890461,13.137713324071875,91.82,70.63,93.31,95.49
sh880727,盐湖提锂,3.1869622147399967,4.651466107020474,5.092576055247955,6.35257259910833,91.45,65.8,81.78,82.71
sh880761,锂矿,3.161570982170203,5.060526644203178,3.2232354969729426,-0.9835776350030079,91.08,74.72,63.2,51.5
sh880505,稀缺资源,3.10533925570855,4.317400071165944,3.249243451946171,2.778679478023771,90.71,59.85,65.06,67.29
sh880742,固态电池,3.0999323475403573,5.382611165306295,3.9893746649120265,-1.5208862220170705,90.33,78.07,73.61,47.37
sh880744,汽车拆解,3.0947364530198973,4.576174273314404,4.898688355037395,2.289397440129104,89.96,64.31,81.04,64.66
sh880530,合成生物,2.9907329401853477,6.515109755772297,10.038024909070863,13.763044696185567,89.59,89.96,91.45,96.99
sh880929,维生素,2.941038096470283,5.8173135050175295,11.588308418066484,13.15874534546959,89.22,82.9,95.91,95.86
sh880718,小红书概念,2.8826879069024924,6.00233952332212,5.932636808650549,1.0929247503006723,88.85,85.5,84.01,60.15
sh880621,NFT概念,2.873267063399698,8.293523719530338,10.70534149046547,8.556618749835554,88.48,95.17,94.05,87.22
sh880626,粮食概念,2.7625089749173215,4.8418473953455,5.21330441070138,5.546555767789352,88.1,69.89,82.16,78.95
sh880617,IP经济,2.731704708514182,5.9235434662745945,10.956451426591208,8.51424375364802,87.73,84.76,94.8,86.47
sh880651,旅游概念,2.722992414334291,6.281461434370783,6.974358043075601,7.54365626340725,87.36,88.85,86.25,84.59
sh880655,钙钛矿电池,2.673231438409962,5.048288650235655,2.004621432644127,-3.4113351235383504,86.99,74.35,46.1,36.47
sh880764,鸡肉,2.6665756572585853,5.444752123570162,3.6892779999080805,10.031821894926773,86.62,78.81,70.26,90.23
sh880604,PVDF概念,2.6224592133615277,5.279885906382109,2.2923430200332495,2.131612495182389,86.25,76.95,49.81,63.53
sh880959,知识产权,2.541826894038546,6.20021685641603,5.693326139287791,-1.0933206458942357,85.87,88.48,83.64,50.38
sh880598,博彩概念,2.5285389319030793,10.431623950835966,13.380844022469084,5.023664667176875,85.5,97.4,97.4,75.19
sh880715,磷概念,2.524200855176373,2.4764194660551464,3.2369417916022103,4.561321978211996,85.13,23.42,64.31,73.31
sh880791,网红经济,2.5146176481828153,5.435893404606551,7.523649190315851,6.9854627395457225,84.76,78.44,88.48,84.21
sh880728,航运概念,2.4760186931212624,3.335951386879432,0.48908601214006087,10.792004609316152,84.39,39.03,24.54,92.48
sh880521,黄金概念,2.461174431780311,4.152445479568079,8.264812043313663,9.081071491928316,84.01,55.76,89.59,88.72
sh880704,工业大麻,2.4535206424834755,5.097940416955349,6.078752971990187,7.793281653746775,83.64,75.84,84.39,84.96
sh880593,婴童概念,2.3896818625529503,5.723480835089312,8.695386096684299,13.492398198912014,83.27,81.41,89.96,96.24
sh880975,有机硅概念,2.383964404117944,3.560791581176792,2.4629287387767596,5.077676133056741,82.9,48.33,52.04,75.56
sh880913,基因概念,2.3552460408341247,7.123407169469842,7.337804499485334,4.572169850737939,82.53,92.19,87.73,73.68
sh880714,氟概念,2.3129235496587963,4.624397135480085,2.2147217121258445,2.873258102244569,82.16,65.06,48.7,67.67
sh880973,医美概念,2.3087077504582165,5.801357283860886,10.39288422519624,12.062580618316465,81.78,82.53,92.94,93.98
sh880707,宠物经济,2.2274624772951723,4.668994094423962,10.977539847959395,19.66242364899522,81.41,66.54,95.17,98.87
sh880903,水产品,2.06540447504302,2.3897430245586992,5.3186464375460485,10.203436072833671,81.04,21.19,82.53,90.6
sh880553,页岩气,2.0389106103967825,3.4645068561269365,4.14841023320236,8.838872407813469,80.67,44.24,74.72,88.35
sh880590,网络游戏,2.029061690384104,6.492193378480082,7.25213135459426,-1.3225553425135095,80.3,89.59,86.99,49.25
sh880731,新材料,2.007073615759114,4.061468974399696,3.619050965373072,4.987628829277857,79.93,53.53,68.4,74.81
sh880701,Sora概念,2.0000123191396435,7.240182364521819,4.324927077886498,-4.069053412119105,79.55,92.57,76.21,32.33
sh880618,化肥概念,1.989747661696195,2.8484291837407527,2.288350958554397,3.1252951733257817,79.18,31.23,49.44,68.42
sh880557,生物疫苗,1.959498180663255,7.06693541370611,10.22239140738419,9.827268839596147,78.81,91.82,92.19,89.47
sh880534,锂电池概念,1.8426216903662418,4.075777855945328,3.2367841509502338,-0.2552450001751194,78.44,54.65,63.94,54.51
sh880610,中俄贸易,1.8018231699121756,2.7457489167817206,3.6505751567694755,6.937189080550477,78.07,30.11,69.52,83.83
sh880668,知识付费,1.7908953628450908,5.7751644127863155,3.2395456892101215,0.5025757004648801,77.7,82.16,64.68,57.52
sh880941,跨境电商,1.7775224845971493,3.751534062196704,4.4705236206799,8.337242026266424,77.32,52.04,78.44,86.09
sh880976,新冠检测,1.7627487363235161,6.086579509071499,5.597052086445586,1.4236747708250341,76.95,86.99,83.27,61.28
sh880910,草甘膦,1.754685669660283,2.117915026236661,8.77476748887991,8.786119626899724,76.58,16.36,90.71,87.97
sh880649,POE胶膜,1.7491544143024784,2.671904602696973,0.9657931147855292,-1.6729814824697264,76.21,26.77,29.74,46.62
sh880599,民营医院,1.745298893609859,6.133677079619337,6.57739636235446,4.166397484764306,75.84,87.73,85.13,72.18
sh880684,BC电池,1.7102828443034568,3.897822242024107,-0.6647820418490102,-10.497790183763678,75.46,52.79,10.04,3.76
sh880713,ETC概念,1.7084563758389182,5.91787439613527,4.541892473593001,-0.8053620987589771,75.09,84.39,78.81,53.01
sh880646,复合铜箔,1.6873809307810905,4.141407102873207,1.8930527464036562,-5.128069488674236,74.72,55.39,44.98,25.94
sh880597,养老概念,1.6410025083211988,5.666517454294828,3.9630885385717907,1.063547832469136,74.35,80.67,72.49,59.77
sh880632,动力电池回收,1.6235254068633242,3.2676521068107256,2.2487155842445095,-2.8925671533485797,73.98,37.92,49.07,39.85
sh880585,风沙治理,1.6097604180505654,2.3223145102848397,6.68263027583722,8.555207286060673,73.61,19.33,85.5,86.84
sh880586,土地流转,1.6087655985042915,2.155097044937926,4.808761795414607,6.272965401826314,73.23,17.1,79.93,82.33
sh880720,抖音概念,1.590370341584757,5.612451016038467,4.696730010612948,-2.4761247481907,72.86,80.3,79.55,42.86
sh880795,口罩防护,1.5555676282573705,4.319357118940448,4.218546738524442,5.338292197302685,72.49,60.22,75.84,78.57
sh880584,石墨烯,1.5125390917630765,3.5541430633559523,3.0846047491683404,0.2713242030585761,72.12,47.96,61.34,56.39
sh880549,可燃冰,1.5077821011673098,3.015871912346424,3.0108588351431376,7.932287834973439,71.75,34.94,60.59,85.34
sh880638,TOPCon电池,1.4569653948536043,2.6556776556776684,-0.9408462418130648,-11.064961732312861,71.38,26.39,7.43,3.01
sh880594,一带一路,1.4427994846839098,1.7913357927874074,0.004219338070243772,0.8767673672293252,71.0,11.52,17.84,59.02
sh880737,HJT电池,1.4060108446743547,2.504257717863223,0.6322928563859298,-9.53011040658841,70.63,23.79,25.65,5.64
sh880909,燃料电池,1.3880066942463687,2.7138332755128225,2.8894282239124713,0.16424482847055,70.26,28.62,58.74,55.64
sh880955,乡村振兴,1.387186667670881,3.552522080882814,4.458333627263555,6.2260577626651825,69.89,47.58,78.07,81.95
